year,State,PCE Category,PCE
1999,Nebraska,      Clothing and footwear,815
1999,Nebraska,      Gasoline and other energy goods,680
1999,Nebraska,    Household consumption expenditures (for services),12604
1999,Nebraska,      Housing and utilities,3300
1999,Nebraska,      Health care,2866
1999,Nevada,      Clothing and footwear,773
1999,Nevada,      Gasoline and other energy goods,558
1999,Nevada,    Household consumption expenditures (for services),13543
1999,Nevada,      Housing and utilities,4126
1999,Nevada,      Health care,2479
1999,New Hampshire,      Clothing and footwear,1354
1999,New Hampshire,      Gasoline and other energy goods,707
1999,New Hampshire,    Household consumption expenditures (for services),15688
1999,New Hampshire,      Housing and utilities,5020
1999,New Hampshire,      Health care,3318
1999,New Jersey,      Clothing and footwear,1315
1999,New Jersey,      Gasoline and other energy goods,425
1999,New Jersey,    Household consumption expenditures (for services),16872
1999,New Jersey,      Housing and utilities,5417
1999,New Jersey,      Health care,3315
1999,New Mexico,      Clothing and footwear,697
1999,New Mexico,      Gasoline and other energy goods,635
1999,New Mexico,    Household consumption expenditures (for services),11295
1999,New Mexico,      Housing and utilities,3262
1999,New Mexico,      Health care,2571
1999,New York,      Clothing and footwear,1301
1999,New York,      Gasoline and other energy goods,346
1999,New York,    Household consumption expenditures (for services),16351
1999,New York,      Housing and utilities,4510
1999,New York,      Health care,3777
1999,North Carolina,      Clothing and footwear,927
1999,North Carolina,      Gasoline and other energy goods,570
1999,North Carolina,    Household consumption expenditures (for services),11483
1999,North Carolina,      Housing and utilities,3237
1999,North Carolina,      Health care,2850
1999,North Dakota,      Clothing and footwear,857
1999,North Dakota,      Gasoline and other energy goods,849
1999,North Dakota,    Household consumption expenditures (for services),11488
1999,North Dakota,      Housing and utilities,2764
1999,North Dakota,      Health care,3250
1999,Ohio,      Clothing and footwear,911
1999,Ohio,      Gasoline and other energy goods,536
1999,Ohio,    Household consumption expenditures (for services),12869
1999,Ohio,      Housing and utilities,3445
1999,Ohio,      Health care,3130
1999,Oklahoma,      Clothing and footwear,767
1999,Oklahoma,      Gasoline and other energy goods,563
1999,Oklahoma,    Household consumption expenditures (for services),10221
1999,Oklahoma,      Housing and utilities,2861
1999,Oklahoma,      Health care,2684
1999,Oregon,      Clothing and footwear,918
1999,Oregon,      Gasoline and other energy goods,585
1999,Oregon,    Household consumption expenditures (for services),13982
1999,Oregon,      Housing and utilities,4576
1999,Oregon,      Health care,2698
1999,Pennsylvania,      Clothing and footwear,983
1999,Pennsylvania,      Gasoline and other energy goods,499
1999,Pennsylvania,    Household consumption expenditures (for services),13954
1999,Pennsylvania,      Housing and utilities,3494
1999,Pennsylvania,      Health care,3406
1999,Rhode Island,      Clothing and footwear,827
1999,Rhode Island,      Gasoline and other energy goods,482
1999,Rhode Island,    Household consumption expenditures (for services),14110
1999,Rhode Island,      Housing and utilities,4309
1999,Rhode Island,      Health care,3468
1999,South Carolina,      Clothing and footwear,991
1999,South Carolina,      Gasoline and other energy goods,616
1999,South Carolina,    Household consumption expenditures (for services),10994
1999,South Carolina,      Housing and utilities,3062
1999,South Carolina,      Health care,2725
1999,South Dakota,      Clothing and footwear,761
1999,South Dakota,      Gasoline and other energy goods,751
1999,South Dakota,    Household consumption expenditures (for services),11917
1999,South Dakota,      Housing and utilities,2945
1999,South Dakota,      Health care,3171
1999,Tennessee,      Clothing and footwear,971
1999,Tennessee,      Gasoline and other energy goods,603
1999,Tennessee,    Household consumption expenditures (for services),11750
1999,Tennessee,      Housing and utilities,3397
1999,Tennessee,      Health care,3094
1999,Texas,      Clothing and footwear,967
1999,Texas,      Gasoline and other energy goods,528
1999,Texas,    Household consumption expenditures (for services),12873
1999,Texas,      Housing and utilities,3652
1999,Texas,      Health care,2755
1999,Utah,      Clothing and footwear,837
1999,Utah,      Gasoline and other energy goods,581
1999,Utah,    Household consumption expenditures (for services),11284
1999,Utah,      Housing and utilities,3879
1999,Utah,      Health care,2076
1999,Vermont,      Clothing and footwear,848
1999,Vermont,      Gasoline and other energy goods,763
1999,Vermont,    Household consumption expenditures (for services),14339
1999,Vermont,      Housing and utilities,4091
1999,Vermont,      Health care,3163
1999,Virginia,      Clothing and footwear,1076
1999,Virginia,      Gasoline and other energy goods,601
1999,Virginia,    Household consumption expenditures (for services),13948
1999,Virginia,      Housing and utilities,4271
1999,Virginia,      Health care,2674
1999,Washington,      Clothing and footwear,910
1999,Washington,      Gasoline and other energy goods,557
1999,Washington,    Household consumption expenditures (for services),15151
1999,Washington,      Housing and utilities,4864
1999,Washington,      Health care,3184
1999,West Virginia,      Clothing and footwear,657
1999,West Virginia,      Gasoline and other energy goods,563
1999,West Virginia,    Household consumption expenditures (for services),9803
1999,West Virginia,      Housing and utilities,2466
1999,West Virginia,      Health care,3272
1999,Wisconsin,      Clothing and footwear,830
1999,Wisconsin,      Gasoline and other energy goods,600
1999,Wisconsin,    Household consumption expenditures (for services),13213
1999,Wisconsin,      Housing and utilities,3698
1999,Wisconsin,      Health care,3255
1999,Wyoming,      Clothing and footwear,715
1999,Wyoming,      Gasoline and other energy goods,1125
1999,Wyoming,    Household consumption expenditures (for services),12456
1999,Wyoming,      Housing and utilities,3418
1999,Wyoming,      Health care,2616
2000,United States,      Clothing and footwear,995
2000,United States,      Gasoline and other energy goods,654
2000,United States,    Household consumption expenditures (for services),14711
2000,United States,      Housing and utilities,4248
2000,United States,      Health care,3255
2000,Alabama,      Clothing and footwear,855
2000,Alabama,      Gasoline and other energy goods,685
2000,Alabama,    Household consumption expenditures (for services),11357
2000,Alabama,      Housing and utilities,2925
2000,Alabama,      Health care,3091
2000,Alaska,      Clothing and footwear,855
2000,Alaska,      Gasoline and other energy goods,900
2000,Alaska,    Household consumption expenditures (for services),16081
2000,Alaska,      Housing and utilities,4443
2000,Alaska,      Health care,3720
2000,Arizona,      Clothing and footwear,835
2000,Arizona,      Gasoline and other energy goods,719
2000,Arizona,    Household consumption expenditures (for services),13798
2000,Arizona,      Housing and utilities,3920
2000,Arizona,      Health care,2668
2000,Arkansas,      Clothing and footwear,913
2000,Arkansas,      Gasoline and other energy goods,830
2000,Arkansas,    Household consumption expenditures (for services),10468
2000,Arkansas,      Housing and utilities,2915
2000,Arkansas,      Health care,2879
2000,California,      Clothing and footwear,1059
2000,California,      Gasoline and other energy goods,514
2000,California,    Household consumption expenditures (for services),16215
2000,California,      Housing and utilities,5242
2000,California,      Health care,3074
2000,Colorado,      Clothing and footwear,1031
2000,Colorado,      Gasoline and other energy goods,705
2000,Colorado,    Household consumption expenditures (for services),17021
2000,Colorado,      Housing and utilities,5292
2000,Colorado,      Health care,2998
2000,Connecticut,      Clothing and footwear,1196
2000,Connecticut,      Gasoline and other energy goods,753
2000,Connecticut,    Household consumption expenditures (for services),19222
2000,Connecticut,      Housing and utilities,5789
2000,Connecticut,      Health care,4000
2000,Delaware,      Clothing and footwear,1090
2000,Delaware,      Gasoline and other energy goods,587
2000,Delaware,    Household consumption expenditures (for services),15083
2000,Delaware,      Housing and utilities,4442
2000,Delaware,      Health care,3467
2000,District of Columbia,      Clothing and footwear,1321
2000,District of Columbia,      Gasoline and other energy goods,854
2000,District of Columbia,    Household consumption expenditures (for services),25321
2000,District of Columbia,      Housing and utilities,5287
2000,District of Columbia,      Health care,5369
2000,Florida,      Clothing and footwear,818
2000,Florida,      Gasoline and other energy goods,550
2000,Florida,    Household consumption expenditures (for services),15083
2000,Florida,      Housing and utilities,4316
2000,Florida,      Health care,3379
2000,Georgia,      Clothing and footwear,1006
2000,Georgia,      Gasoline and other energy goods,730
2000,Georgia,    Household consumption expenditures (for services),13135
2000,Georgia,      Housing and utilities,3784
2000,Georgia,      Health care,2962
2000,Hawaii,      Clothing and footwear,758
2000,Hawaii,      Gasoline and other energy goods,486
2000,Hawaii,    Household consumption expenditures (for services),15060
2000,Hawaii,      Housing and utilities,4644
2000,Hawaii,      Health care,3289
2000,Idaho,      Clothing and footwear,667
2000,Idaho,      Gasoline and other energy goods,818
2000,Idaho,    Household consumption expenditures (for services),11423
2000,Idaho,      Housing and utilities,3591
2000,Idaho,      Health care,2522
2000,Illinois,      Clothing and footwear,1090
2000,Illinois,      Gasoline and other energy goods,515
2000,Illinois,    Household consumption expenditures (for services),15606
